freq,reason,deg_urb,sex,age,unit,geo\TIME_PERIOD	2021 	2022 	2023 	2024 	2025 
A,NOTIME,DEG1,F,Y_GE16,PC,MK	0.1 b	0.1 	0.0 	: 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,NL	0.0 n	0.0 n	0.0 	0.1 	0.1 
A,NOTIME,DEG1,F,Y_GE16,PC,NO	0.1 b	2.1 	2.2 	1.8 	1.0 
A,NOTIME,DEG1,F,Y_GE16,PC,PL	0.3 	0.4 	0.8 	0.8 	0.9 
A,NOTIME,DEG1,F,Y_GE16,PC,PT	0.1 	0.3 	0.3 	0.1 	0.3 
A,NOTIME,DEG1,F,Y_GE16,PC,RO	0.1 	0.2 	0.1 	0.0 n	0.2 
A,NOTIME,DEG1,F,Y_GE16,PC,RS	0.9 	0.2 	0.6 	1.2 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,SE	0.0 	0.2 	0.2 	0.3 	0.0 
A,NOTIME,DEG1,F,Y_GE16,PC,SI	0.0 	0.0 	0.0 	0.1 	0.0 
A,NOTIME,DEG1,F,Y_GE16,PC,SK	0.0 n	0.1 	0.3 	0.1 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,AL	2.8 	2.6 	: 	: 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,AT	0.1 	0.3 	0.1 	0.5 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,BE	0.0 n	0.0 n	0.0 	0.0 n	0.1 
A,NOTIME,DEG1,M,Y_GE16,PC,BG	0.0 n	0.2 	0.3 	0.4 	0.8 
A,NOTIME,DEG1,M,Y_GE16,PC,CH	0.1 	0.0 n	0.3 	0.3 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,CY	0.0 	0.0 n	0.1 	0.1 	0.0 
A,NOTIME,DEG1,M,Y_GE16,PC,CZ	0.3 	0.2 	0.1 	0.4 	0.2 
A,NOTIME,DEG1,M,Y_GE16,PC,DE	0.0 n	0.1 	0.1 e	0.1 	0.1 
A,NOTIME,DEG1,M,Y_GE16,PC,DK	0.9 	1.7 	1.4 	1.4 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,EE	0.0 	0.1 	0.4 	0.0 	0.2 
A,NOTIME,DEG1,M,Y_GE16,PC,EL	0.1 	0.1 	0.8 	0.4 	0.2 
A,NOTIME,DEG1,M,Y_GE16,PC,ES	0.1 	0.1 	0.2 	0.1 	0.1 
A,NOTIME,DEG1,M,Y_GE16,PC,FI	0.0 	0.0 	0.1 	0.0 	0.0 
A,NOTIME,DEG1,M,Y_GE16,PC,FR	0.5 	0.9 b	1.1 	0.9 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,HR	0.8 	1.8 	0.5 b	0.9 	1.3 
A,NOTIME,DEG1,M,Y_GE16,PC,HU	0.6 	0.7 	0.0 n	0.3 	0.1 
A,NOTIME,DEG1,M,Y_GE16,PC,IE	0.0 	0.0 	0.1 	0.0 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,IT	0.2 	0.1 	0.0 n	0.0 n	0.1 
A,NOTIME,DEG1,M,Y_GE16,PC,LT	0.0 n	0.1 	0.2 	0.0 p	: 
A,NOTIME,DEG1,M,Y_GE16,PC,LU	0.3 b	0.3 b	0.2 	0.6 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,LV	0.4 	0.5 	0.6 	0.3 	0.3 
A,NOTIME,DEG1,M,Y_GE16,PC,MK	0.0 b	0.0 	0.0 	: 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,NL	0.1 	0.0 	0.1 	0.1 	0.0 
A,NOTIME,DEG1,M,Y_GE16,PC,NO	0.2 b	1.7 	0.9 	1.1 	1.4 
A,NOTIME,DEG1,M,Y_GE16,PC,PL	0.4 	0.4 	0.9 	0.7 	0.7 
A,NOTIME,DEG1,M,Y_GE16,PC,PT	0.2 	0.0 n	0.1 	0.1 	0.2 
A,NOTIME,DEG1,M,Y_GE16,PC,RO	0.3 	0.4 	0.1 	0.1 	0.0 
A,NOTIME,DEG1,M,Y_GE16,PC,RS	0.1 	0.3 	0.7 	2.2 	: 
A,NOTIME,DEG1,M,Y_GE16,PC,SE	0.0 	0.4 	0.3 	0.4 	0.1 
A,NOTIME,DEG1,M,Y_GE16,PC,SI	0.0 	0.0 	0.0 	0.0 n	0.4 
A,NOTIME,DEG1,M,Y_GE16,PC,SK	0.4 	0.5 	0.1 	0.1 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,AL	1.2 	1.3 	: 	: 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,AT	0.1 	0.1 	0.3 	0.0 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,BE	0.0 n	0.0 n	0.1 	0.0 n	0.2 
A,NOTIME,DEG2,F,Y_GE16,PC,BG	0.0 	0.1 	0.1 	0.0 	0.0 
A,NOTIME,DEG2,F,Y_GE16,PC,CH	0.2 	0.6 	0.5 	0.2 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOTIME,DEG2,F,Y_GE16,PC,CZ	0.0 n	0.0 n	0.1 	0.2 	0.2 
A,NOTIME,DEG2,F,Y_GE16,PC,DE	0.1 	0.0 n	0.0 n	0.0 n	0.0 
A,NOTIME,DEG2,F,Y_GE16,PC,DK	1.1 	1.7 	0.6 	0.9 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,EE	0.1 	0.4 	0.2 	0.1 	0.1 
A,NOTIME,DEG2,F,Y_GE16,PC,EL	0.1 	0.0 n	0.7 	0.7 	0.4 
A,NOTIME,DEG2,F,Y_GE16,PC,ES	0.0 n	0.1 	0.1 	0.1 	0.1 
A,NOTIME,DEG2,F,Y_GE16,PC,FI	0.0 	0.1 	0.0 	0.0 	0.0 
A,NOTIME,DEG2,F,Y_GE16,PC,FR	0.4 	0.9 b	0.9 	0.8 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,HR	0.4 	0.5 	0.4 b	0.5 	0.3 
A,NOTIME,DEG2,F,Y_GE16,PC,HU	0.6 	0.9 	0.4 	0.1 	0.4 
A,NOTIME,DEG2,F,Y_GE16,PC,IE	0.0 	0.1 	0.0 	0.0 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,IT	0.2 	0.0 n	0.1 	0.1 	0.1 
A,NOTIME,DEG2,F,Y_GE16,PC,LT	0.0 	0.0 	0.0 n	0.0 p	: 
A,NOTIME,DEG2,F,Y_GE16,PC,LU	0.2 b	0.2 b	0.3 	0.5 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,LV	0.6 	0.0 n	0.4 	0.1 	0.1 
A,NOTIME,DEG2,F,Y_GE16,PC,MK	0.6 b	0.6 	0.5 	: 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,NL	0.0 	0.2 	0.0 	0.0 	0.0 
A,NOTIME,DEG2,F,Y_GE16,PC,NO	0.0 b	1.3 	0.9 	1.0 	1.4 
A,NOTIME,DEG2,F,Y_GE16,PC,PL	0.2 	0.6 	0.8 	0.7 	0.4 
A,NOTIME,DEG2,F,Y_GE16,PC,PT	0.3 	0.5 	0.1 	0.3 	0.4 
A,NOTIME,DEG2,F,Y_GE16,PC,RO	0.0 n	0.3 	0.2 	0.1 	0.0 
A,NOTIME,DEG2,F,Y_GE16,PC,RS	0.5 	0.3 	0.6 	1.4 	: 
A,NOTIME,DEG2,F,Y_GE16,PC,SE	0.2 	0.1 	0.3 	0.3 	0.1 
A,NOTIME,DEG2,F,Y_GE16,PC,SI	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOTIME,DEG2,F,Y_GE16,PC,SK	1.5 	1.0 	1.2 	0.0 n	: 
A,NOTIME,DEG2,M,Y_GE16,PC,AL	0.3 	0.9 	: 	: 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,AT	0.0 	0.1 	0.1 	0.1 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,BE	0.0 n	0.1 	0.0 n	0.1 	0.0 
A,NOTIME,DEG2,M,Y_GE16,PC,BG	0.1 	0.0 	0.1 	0.1 	0.1 
A,NOTIME,DEG2,M,Y_GE16,PC,CH	0.2 	0.2 	0.2 	0.4 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.1 	0.0 
A,NOTIME,DEG2,M,Y_GE16,PC,CZ	0.0 n	0.1 	0.0 	0.2 	0.1 
A,NOTIME,DEG2,M,Y_GE16,PC,DE	0.1 	0.1 	0.0 n	0.1 	0.0 
A,NOTIME,DEG2,M,Y_GE16,PC,DK	1.1 	2.5 	1.5 	2.7 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,EE	0.0 	0.5 	0.0 	0.0 	0.0 
A,NOTIME,DEG2,M,Y_GE16,PC,EL	0.0 n	0.0 n	0.7 	0.4 	0.2 
A,NOTIME,DEG2,M,Y_GE16,PC,ES	0.1 	0.2 	0.2 	0.2 	0.1 
A,NOTIME,DEG2,M,Y_GE16,PC,FI	0.0 	0.0 	0.2 	0.0 	0.1 
A,NOTIME,DEG2,M,Y_GE16,PC,FR	0.3 	0.5 b	0.7 	0.9 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,HR	0.6 	0.6 	1.3 b	1.1 	1.1 
A,NOTIME,DEG2,M,Y_GE16,PC,HU	0.6 	1.0 	0.4 	0.1 	0.6 
A,NOTIME,DEG2,M,Y_GE16,PC,IE	0.0 	0.0 	0.0 	0.0 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,IT	0.0 n	0.0 n	0.1 	0.0 n	0.1 
A,NOTIME,DEG2,M,Y_GE16,PC,LT	0.0 	0.0 	0.0 	0.0 p	: 
A,NOTIME,DEG2,M,Y_GE16,PC,LU	0.2 b	0.2 b	0.6 	0.3 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,LV	0.1 	0.0 	0.6 	0.5 	0.0 
A,NOTIME,DEG2,M,Y_GE16,PC,MK	0.3 b	0.3 	0.2 	: 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,NL	0.0 	0.0 	0.0 	0.0 	0.1 
A,NOTIME,DEG2,M,Y_GE16,PC,NO	0.0 b	0.7 	0.9 	1.2 	1.2 
A,NOTIME,DEG2,M,Y_GE16,PC,PL	0.1 	0.6 	1.1 	1.5 	0.7 
A,NOTIME,DEG2,M,Y_GE16,PC,PT	0.5 	0.6 	0.2 	0.3 	0.2 
A,NOTIME,DEG2,M,Y_GE16,PC,RO	0.2 	0.4 	0.2 	0.1 	0.1 
A,NOTIME,DEG2,M,Y_GE16,PC,RS	0.6 	0.4 	0.7 	2.3 	: 
A,NOTIME,DEG2,M,Y_GE16,PC,SE	0.1 	0.1 	0.2 	0.3 	0.4 
A,NOTIME,DEG2,M,Y_GE16,PC,SI	0.0 	0.0 	0.1 	0.0 	0.0 
A,NOTIME,DEG2,M,Y_GE16,PC,SK	0.8 	1.5 	0.8 	0.4 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,AL	1.2 	1.1 	: 	: 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,AT	0.1 	0.1 	0.4 	0.1 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,BE	0.1 	0.3 	0.1 	0.2 	0.2 
A,NOTIME,DEG3,F,Y_GE16,PC,BG	0.0 	0.0 n	0.1 	0.0 	0.0 
A,NOTIME,DEG3,F,Y_GE16,PC,CH	0.2 	0.3 	0.3 	0.8 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,CY	0.0 	0.0 	0.1 	0.1 	0.0 
A,NOTIME,DEG3,F,Y_GE16,PC,CZ	0.1 	0.1 	0.2 	0.1 	0.2 
A,NOTIME,DEG3,F,Y_GE16,PC,DE	0.1 	0.1 	0.0 n	0.1 	0.1 
A,NOTIME,DEG3,F,Y_GE16,PC,DK	0.6 	0.8 	1.1 	0.5 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,EE	0.1 	0.2 	0.4 	0.2 	0.1 
A,NOTIME,DEG3,F,Y_GE16,PC,EL	0.1 	0.0 n	1.0 	0.6 	0.3 
A,NOTIME,DEG3,F,Y_GE16,PC,ES	0.0 	0.1 	0.1 	0.2 	0.1 
A,NOTIME,DEG3,F,Y_GE16,PC,FI	0.0 	0.3 	0.2 	0.2 	0.1 
A,NOTIME,DEG3,F,Y_GE16,PC,FR	0.5 	0.4 b	0.7 	0.8 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,HR	0.2 	0.2 	0.3 b	0.2 	0.5 
A,NOTIME,DEG3,F,Y_GE16,PC,HU	0.5 	0.1 	0.5 	0.2 	0.2 
A,NOTIME,DEG3,F,Y_GE16,PC,IE	0.0 n	0.1 	0.0 n	0.0 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,IT	0.0 n	0.0 n	0.0 n	0.0 n	0.1 
A,NOTIME,DEG3,F,Y_GE16,PC,LT	0.1 	0.0 n	0.0 n	0.0 p	: 
A,NOTIME,DEG3,F,Y_GE16,PC,LU	0.3 b	0.4 b	0.2 	0.2 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,LV	0.2 	0.1 	0.2 	0.2 	0.3 
A,NOTIME,DEG3,F,Y_GE16,PC,MK	0.5 b	0.1 	0.1 	: 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,MT	0.0 	0.0 	0.2 	0.0 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,NL	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOTIME,DEG3,F,Y_GE16,PC,NO	0.0 b	1.4 	1.0 	1.3 	0.3 
A,NOTIME,DEG3,F,Y_GE16,PC,PL	0.2 	0.3 	0.4 	0.3 	0.4 
A,NOTIME,DEG3,F,Y_GE16,PC,PT	0.2 	0.3 	0.2 	0.4 	0.2 
A,NOTIME,DEG3,F,Y_GE16,PC,RO	0.1 	0.2 	0.3 	0.2 	0.2 
A,NOTIME,DEG3,F,Y_GE16,PC,RS	0.9 	0.4 	1.2 	0.8 	: 
A,NOTIME,DEG3,F,Y_GE16,PC,SE	0.2 	0.2 	0.3 	0.2 	0.2 
A,NOTIME,DEG3,F,Y_GE16,PC,SI	0.0 	0.0 	0.1 	0.0 	0.0 
A,NOTIME,DEG3,F,Y_GE16,PC,SK	0.4 	0.4 	0.8 	0.3 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,AL	1.0 	1.4 	: 	: 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,AT	0.0 n	0.0 	0.2 	0.2 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,BE	0.1 	0.1 	0.1 	0.3 	0.4 
A,NOTIME,DEG3,M,Y_GE16,PC,BG	0.0 n	0.1 	0.3 	0.1 	0.0 
A,NOTIME,DEG3,M,Y_GE16,PC,CH	0.0 	0.1 	0.4 	0.2 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOTIME,DEG3,M,Y_GE16,PC,CZ	0.1 	0.1 	0.1 	0.2 	0.2 
A,NOTIME,DEG3,M,Y_GE16,PC,DE	0.1 	0.1 	0.0 n	0.1 	0.0 
A,NOTIME,DEG3,M,Y_GE16,PC,DK	0.3 	1.8 	1.1 	1.7 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,EE	0.2 	0.3 	0.3 	0.1 	0.1 
A,NOTIME,DEG3,M,Y_GE16,PC,EL	0.1 	0.1 	0.8 	0.4 	0.4 
A,NOTIME,DEG3,M,Y_GE16,PC,ES	0.1 	0.2 	0.1 	0.1 	0.2 
A,NOTIME,DEG3,M,Y_GE16,PC,FI	0.0 n	0.0 	0.1 	0.0 	0.1 
A,NOTIME,DEG3,M,Y_GE16,PC,FR	0.4 	0.6 b	0.9 	0.7 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,HR	0.3 	0.5 	0.4 b	0.4 	0.3 
A,NOTIME,DEG3,M,Y_GE16,PC,HU	0.8 	0.7 	0.5 	0.5 	0.2 
A,NOTIME,DEG3,M,Y_GE16,PC,IE	0.0 	0.1 	0.0 	0.0 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,IT	0.1 	0.0 	0.0 n	0.0 n	0.1 
A,NOTIME,DEG3,M,Y_GE16,PC,LT	0.0 n	0.0 	0.0 	0.0 p	: 
A,NOTIME,DEG3,M,Y_GE16,PC,LU	0.4 b	0.5 b	0.6 	0.4 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,LV	0.3 	0.1 	0.3 	0.1 	0.2 
A,NOTIME,DEG3,M,Y_GE16,PC,MK	0.1 b	0.0 n	0.1 	: 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,MT	0.0 	0.0 	0.5 	0.0 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,NL	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOTIME,DEG3,M,Y_GE16,PC,NO	0.3 b	0.9 	1.2 	0.7 	0.7 
A,NOTIME,DEG3,M,Y_GE16,PC,PL	0.5 	0.5 	0.5 	0.5 	0.5 
A,NOTIME,DEG3,M,Y_GE16,PC,PT	0.1 	0.1 	0.1 	0.4 	0.1 
A,NOTIME,DEG3,M,Y_GE16,PC,RO	0.2 	0.2 	0.4 	0.2 	0.4 
A,NOTIME,DEG3,M,Y_GE16,PC,RS	1.3 	0.6 	1.1 	1.4 	: 
A,NOTIME,DEG3,M,Y_GE16,PC,SE	0.0 	0.1 	0.0 	0.3 	0.3 
A,NOTIME,DEG3,M,Y_GE16,PC,SI	0.0 	0.0 n	0.0 	0.1 	0.1 
A,NOTIME,DEG3,M,Y_GE16,PC,SK	0.6 	0.5 	0.9 	0.5 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,AL	1.4 	1.3 	: 	: 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,AT	0.1 	0.2 	0.3 	0.2 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,BE	0.0 n	0.1 	0.1 	0.1 	0.2 
A,NOTIME,TOTAL,F,Y_GE16,PC,BG	0.1 	0.1 	0.2 	0.1 	0.3 
A,NOTIME,TOTAL,F,Y_GE16,PC,CH	0.2 	0.4 	0.6 	0.4 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,CY	0.0 	0.0 	0.0 n	0.0 n	0.0 
A,NOTIME,TOTAL,F,Y_GE16,PC,CZ	0.1 	0.1 	0.2 	0.2 	0.2 
A,NOTIME,TOTAL,F,Y_GE16,PC,DE	0.1 	0.1 	0.0 n	0.1 	0.1 
A,NOTIME,TOTAL,F,Y_GE16,PC,DK	0.8 	1.5 	1.1 	1.2 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,EE	0.1 	0.3 	0.2 	0.2 	0.2 
A,NOTIME,TOTAL,F,Y_GE16,PC,EL	0.1 	0.1 	0.8 	0.7 	0.3 
A,NOTIME,TOTAL,F,Y_GE16,PC,ES	0.0 n	0.1 	0.2 	0.1 	0.1 
A,NOTIME,TOTAL,F,Y_GE16,PC,FI	0.0 n	0.1 	0.1 	0.1 	0.0 
A,NOTIME,TOTAL,F,Y_GE16,PC,FR	0.6 	0.8 b	0.9 	1.1 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,HR	0.3 	0.5 	0.4 b	0.3 	0.6 
A,NOTIME,TOTAL,F,Y_GE16,PC,HU	0.5 	0.6 	0.4 	0.2 	0.2 
A,NOTIME,TOTAL,F,Y_GE16,PC,IE	0.0 n	0.0 n	0.0 n	0.0 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,IT	0.1 	0.0 n	0.1 	0.0 n	0.1 
A,NOTIME,TOTAL,F,Y_GE16,PC,LT	0.0 n	0.1 	0.0 n	0.0 p	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,LU	0.2 b	0.3 b	0.2 	0.4 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,LV	0.3 	0.2 	0.4 	0.3 	0.3 
A,NOTIME,TOTAL,F,Y_GE16,PC,MK	0.4 b	0.3 	0.2 	: 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,MT	0.0 	0.0 	0.0 n	0.0 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,NL	0.0 n	0.1 	0.0 	0.0 n	0.0 
A,NOTIME,TOTAL,F,Y_GE16,PC,NO	0.0 n	1.6 	1.4 	1.3 	0.9 
A,NOTIME,TOTAL,F,Y_GE16,PC,PL	0.2 	0.4 	0.7 	0.6 	0.6 
A,NOTIME,TOTAL,F,Y_GE16,PC,PT	0.2 	0.4 	0.2 	0.2 	0.3 
A,NOTIME,TOTAL,F,Y_GE16,PC,RO	0.1 	0.2 	0.2 	0.1 	0.1 
A,NOTIME,TOTAL,F,Y_GE16,PC,RS	0.8 	0.3 	0.8 	1.1 	: 
A,NOTIME,TOTAL,F,Y_GE16,PC,SE	0.1 	0.2 	0.3 	0.3 	0.1 
A,NOTIME,TOTAL,F,Y_GE16,PC,SI	0.0 	0.0 	0.0 n	0.0 n	0.0 
A,NOTIME,TOTAL,F,Y_GE16,PC,SK	0.7 	0.5 	0.8 	0.1 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,AL	1.5 	1.7 	: 	: 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,AT	0.1 	0.1 	0.1 	0.3 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,BE	0.0 n	0.1 	0.0 n	0.1 	0.1 
A,NOTIME,TOTAL,M,Y_GE16,PC,BG	0.1 	0.1 	0.2 	0.2 	0.4 
A,NOTIME,TOTAL,M,Y_GE16,PC,CH	0.2 	0.1 	0.3 	0.3 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,CY	0.0 	0.0 n	0.0 n	0.0 n	0.0 
A,NOTIME,TOTAL,M,Y_GE16,PC,CZ	0.1 	0.2 	0.1 	0.2 	0.1 
A,NOTIME,TOTAL,M,Y_GE16,PC,DE	0.1 	0.1 	0.0 n	0.1 	0.1 
A,NOTIME,TOTAL,M,Y_GE16,PC,DK	0.8 	2.0 	1.3 	1.9 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,EE	0.1 	0.2 	0.3 	0.0 n	0.1 
A,NOTIME,TOTAL,M,Y_GE16,PC,EL	0.1 	0.1 	0.8 	0.4 	0.2 
A,NOTIME,TOTAL,M,Y_GE16,PC,ES	0.1 	0.2 	0.2 	0.1 	0.1 
A,NOTIME,TOTAL,M,Y_GE16,PC,FI	0.0 n	0.0 	0.1 	0.0 	0.0 
A,NOTIME,TOTAL,M,Y_GE16,PC,FR	0.4 	0.7 b	0.9 	0.8 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,HR	0.5 	0.9 	0.7 b	0.8 	0.9 
A,NOTIME,TOTAL,M,Y_GE16,PC,HU	0.6 	0.8 	0.3 	0.3 	0.3 
A,NOTIME,TOTAL,M,Y_GE16,PC,IE	0.0 	0.0 n	0.0 n	0.0 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,IT	0.1 	0.0 n	0.1 	0.0 n	0.1 
A,NOTIME,TOTAL,M,Y_GE16,PC,LT	0.0 n	0.0 n	0.1 	0.0 p	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,LU	0.3 b	0.3 b	0.6 	0.4 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,LV	0.3 	0.3 	0.5 	0.3 	0.2 
A,NOTIME,TOTAL,M,Y_GE16,PC,MK	0.1 b	0.1 	0.1 	: 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,MT	0.0 	0.0 	0.0 n	0.0 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,NL	0.0 n	0.0 	0.0 n	0.0 n	0.0 
A,NOTIME,TOTAL,M,Y_GE16,PC,NO	0.1 b	1.0 	1.0 	1.0 	1.1 
A,NOTIME,TOTAL,M,Y_GE16,PC,PL	0.3 	0.5 	0.8 	0.8 	0.6 
A,NOTIME,TOTAL,M,Y_GE16,PC,PT	0.3 	0.2 	0.1 	0.2 	0.2 
A,NOTIME,TOTAL,M,Y_GE16,PC,RO	0.2 	0.3 	0.3 	0.1 	0.2 
A,NOTIME,TOTAL,M,Y_GE16,PC,RS	0.7 	0.4 	0.8 	1.9 	: 
A,NOTIME,TOTAL,M,Y_GE16,PC,SE	0.0 n	0.2 	0.2 	0.3 	0.3 
A,NOTIME,TOTAL,M,Y_GE16,PC,SI	0.0 	0.0 n	0.0 n	0.0 n	0.1 
A,NOTIME,TOTAL,M,Y_GE16,PC,SK	0.6 	0.8 	0.7 	0.4 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,AL	86.0 	86.9 	: 	: 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,AT	98.6 	98.5 	98.4 	97.1 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,BE	97.4 	97.9 	98.4 	97.5 	98.5 
A,NO_UNMET,DEG1,F,Y_GE16,PC,BG	97.5 	97.6 	97.7 	97.6 	97.1 
A,NO_UNMET,DEG1,F,Y_GE16,PC,CH	98.1 	96.7 	95.9 	96.9 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,CY	99.5 	99.7 	99.9 	99.8 	99.7 
A,NO_UNMET,DEG1,F,Y_GE16,PC,CZ	97.6 	97.8 	98.4 	98.3 	98.8 
A,NO_UNMET,DEG1,F,Y_GE16,PC,DE	99.4 	99.3 	99.3 e	98.5 	98.1 
A,NO_UNMET,DEG1,F,Y_GE16,PC,DK	87.8 	86.8 	86.7 	87.3 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,EE	82.0 	84.3 	80.9 	87.2 	86.4 
A,NO_UNMET,DEG1,F,Y_GE16,PC,EL	86.9 	86.5 	85.8 	83.7 	86.1 
A,NO_UNMET,DEG1,F,Y_GE16,PC,ES	96.6 	97.1 	96.3 	96.8 	97.1 
A,NO_UNMET,DEG1,F,Y_GE16,PC,FI	93.2 	88.8 	87.0 	86.7 	87.0 
A,NO_UNMET,DEG1,F,Y_GE16,PC,FR	92.2 	92.4 b	92.8 	92.0 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,HR	91.2 	93.1 	95.7 b	95.4 	95.5 
A,NO_UNMET,DEG1,F,Y_GE16,PC,HU	90.6 	91.8 	96.9 	97.3 	96.3 
A,NO_UNMET,DEG1,F,Y_GE16,PC,IE	95.1 	96.2 	95.3 	96.2 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,IT	97.0 	97.6 	97.5 	97.1 	97.3 
A,NO_UNMET,DEG1,F,Y_GE16,PC,LT	95.3 	95.6 	94.0 	92.7 p	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,LU	97.3 b	96.1 b	97.4 	97.8 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,LV	86.1 	86.6 	84.8 	86.6 	86.1 
A,NO_UNMET,DEG1,F,Y_GE16,PC,MK	93.2 b	96.3 	98.5 	: 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,MT	98.2 	98.7 	99.7 	99.1 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,NL	98.6 	98.7 	98.4 	97.4 	97.3 
A,NO_UNMET,DEG1,F,Y_GE16,PC,NO	94.7 b	90.5 	89.9 	89.6 	91.7 
A,NO_UNMET,DEG1,F,Y_GE16,PC,PL	89.1 	93.2 	92.3 	93.7 	93.8 
A,NO_UNMET,DEG1,F,Y_GE16,PC,PT	94.7 	95.5 	96.5 	96.4 	96.4 
